"KAWASAN"|"WITEL"|"STO"|"ND_SPEEDY"|"BULAN_SALES"|"IS_CT0"|"KWADRAN_INET"|"STATUS_CABUT_DEMAND"|"AGING"|"UNIT"|"PRODUCT"|"CCAT"|"PLBLCL"|"LINECATS_FAMILY_LNAME"
DIVRE 2|JAKSEL|CPE|"122209249233"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BANTEN|BLJ|"122426205103"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|SUE|"122866305344"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|TGA|"122705221310"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KBY|"121202256426"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PDK|"121106201439"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|BANTEN|CSK|"122434253569"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|CLD|"121204228519"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|PDG|"121630123113"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|TBE|"121105251740"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SPT|"122445211664"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|PAR|"123308296721"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CID|"122510266821"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510266870"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|PDM|"122505500374"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|BOGOR|DMG|"122305212584"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|LMA|"122868302292"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661031196"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|CPE|"122209249424"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DEP|"122325254457"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CID|"122510266910"|"202211"|""|"2"|""|1|""|"3P-HOS (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|BEKASI|JBB|"122853216588"|"202211"|""|"3"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"DINAS"
DIVRE 2|TANGERANG|PSK|"121424223833"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KRG|"121122310890"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418221299"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BEK|"122848238904"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433325774"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433332601"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PDK|"122106266567"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DEP|"122325254827"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|PDK|"121106201218"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|PGG|"122118307481"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844318954"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|MKR|"122519224059"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|TPR|"122502425931"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869231585"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|SEG|"122401246843"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|KLD|"122116241685"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BBL|"122862308076"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202255824"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257604"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|BIN|"122207477950"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433333787"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KBY|"121202256193"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230485"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIK|"122874260946"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KAL|"122217261244"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202245882"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"APARTMENT"
DIVRE 2|JAKTIM|KRG|"121122310372"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433332496"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|MKR|"122519218758"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|STL|"122372205454"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|GBC|"121661031198"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BOGOR|CWI|"122303299207"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|KLB|"122847260612"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DMG|"121305201621"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PDE|"122115238104"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PKU|"122432216146"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DEP|"122325254567"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226382"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|RMG|"121110207298"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|KMT|"122403202144"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433332619"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|SLP|"121701226455"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|KDY|"122706232562"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KLD|"122116241165"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPD|"121423213345"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|TPR|"122502428411"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|BAY|"121638114823"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|SKJ|"121327229321"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215731"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226542"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226315"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PSK|"121424225131"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PDE|"121115238229"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|KLD|"121116236505"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202255905"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|MRY|"121715245997"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|SLP|"121701225553"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420242087"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|CWA|"121112240119"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|MKR|"122519220253"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"121302228546"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|TBE|"121105251247"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|KRA|"123846204504"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510270453"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|LWL|"122307253970"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CPP|"122602271484"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|KMT|"122403202001"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|CIK|"122874257467"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101259104"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CSL|"122120212302"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PDE|"121115239781"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|GDS|"122425253237"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420242682"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|JAG|"122219250363"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIB|"122861223129"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|DEP|"122325254616"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|SPL|"122312300155"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PDE|"121115238424"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PDE|"121115238075"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|STR|"123508212811"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212271680"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|TGA|"122705221831"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|PGG|"122118286188"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"APARTMENT"
DIVRE 2|JAKUT|KLG|"122107252700"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|DMG|"122305212832"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PKY|"122844318992"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"122302270175"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212301163"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PDK|"121106201272"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661031202"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BEK|"122848268501"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CNE|"122214215452"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"122869230158"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117305191"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CLG|"122408317672"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|CBR|"122867304264"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251439"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418221297"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PKU|"122432216013"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|KLD|"122116250517"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|BIN|"122207477330"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"121204239553"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|GDS|"122425253214"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|GPI|"122334253017"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|KRG|"121122310444"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"122107253675"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117229902"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228561"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257130"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847259621"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230245"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212267654"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIB|"122861245100"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIK|"122874209608"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|GDS|"122425229214"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KRG|"121122310454"|"202211"|""|""|""|1|""|""|""|""|""
DIVRE 2|BOGOR|PAG|"122309211234"|"202211"|""|""|""|1|""|""|""|""|""
DIVRE 2|BANTEN|SEG|"122401246975"|"202211"|""|""|""|1|""|""|""|""|""
DIVRE 2|TANGERANG|TAN|"122420241483"|"202211"|""|""|""|1|""|""|""|""|""
DIVRE 2|BOGOR|DEP|"129325200670"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|KLD|"122116234636"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"121302223138"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|CBB|"122119304255"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PKY|"122844317372"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703245116"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"122869232215"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220330493"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGB|"121121310021"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DMG|"122305212805"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869216362"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PPG|"122438210510"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230659"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PDE|"121115246434"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220331591"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KMG|"122218230248"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|JAG|"122219250489"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BBL|"122862308813"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KAL|"122217260322"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256952"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|GAN|"121117213743"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|SEG|"122401246721"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|TBE|"121105251277"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|PPG|"122438210850"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIB|"122861228448"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|JBB|"122853216134"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|TPR|"122502429916"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703258205"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256163"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|PMU|"122379211950"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|SLP|"121701226832"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|CWA|"121112239463"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CSK|"122434253594"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KBY|"121202256883"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|BRS|"122404203782"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KBY|"121202254878"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510266811"|"202211"|""|"2"|""|1|""|"3P-HOS (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
